date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:23	3838/3838	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Mar%202022%2016:41:22%20GMT	https://static.wixstatic.com/media/17b1a1_7eec68a41df444bab0bd5d85b48d325c~mv2.jpg/v1/crop/x_175,y_0,w_985,h_1080/fill/w_120,h_131,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/IMG_3706_JPG.jpg	C:/My%20Web%20Sites/Shane/static.wixstatic.com/media/17b1a1_7eec68a41df444bab0bd5d85b48d325c_mv2.jpg/v1/crop/x_175,y_0,w_985,h_1080/fill/w_120,h_131,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/IMG_3706_JPG.jpg	(from https://www.sccolorado.com/)
10:41:23	3291/3291	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2016:41:23%20GMT	https://static.wixstatic.com/media/da2f8d_b6be22aa2e824a7bbccbbb3e7b87e443~mv2.png/v1/fill/w_43,h_23,al_c,usm_0.66_1.00_0.01,blur_3,enc_auto/5%20STAR.png	C:/My%20Web%20Sites/Shane/static.wixstatic.com/media/da2f8d_b6be22aa2e824a7bbccbbb3e7b87e443_mv2.png/v1/fill/w_43,h_23,al_c,usm_0.66_1.00_0.01,blur_3,enc_auto/5%20STAR.png	(from https://www.sccolorado.com/)
10:41:23	2783/2783	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2016:41:23%20GMT	https://static.wixstatic.com/media/da2f8d_b6be22aa2e824a7bbccbbb3e7b87e443~mv2.png/v1/fill/w_39,h_21,al_c,usm_0.66_1.00_0.01,blur_3,enc_auto/5%20STAR.png	C:/My%20Web%20Sites/Shane/static.wixstatic.com/media/da2f8d_b6be22aa2e824a7bbccbbb3e7b87e443_mv2.png/v1/fill/w_39,h_21,al_c,usm_0.66_1.00_0.01,blur_3,enc_auto/5%20STAR.png	(from https://www.sccolorado.com/)
10:41:24	2797/2797	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2016:41:23%20GMT	https://static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_39,h_39,al_c,usm_0.66_1.00_0.01,blur_3,enc_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	C:/My%20Web%20Sites/Shane/static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_39,h_39,al_c,usm_0.66_1.00_0.01,blur_3,enc_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	(from https://www.sccolorado.com/)
10:41:24	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Mar%202022%2016:41:24%20GMT	https://www.sccolorado.com/ad3a6151.min.css	C:/My%20Web%20Sites/Shane/www.sccolorado.com/ad3a6151.min.2f.delayed	(from https://www.sccolorado.com/copy-of-chiropractic-adjustments)
10:41:25	4905/4905	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Mar%202022%2016:41:25%20GMT	https://static.wixstatic.com/media/2efb02_18fb27d6f0274d248e09002c8e2a783af000.jpg/v1/fill/w_192,h_108,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2efb02_18fb27d6f0274d248e09002c8e2a783af000.jpg	C:/My%20Web%20Sites/Shane/static.wixstatic.com/media/2efb02_18fb27d6f0274d248e09002c8e2a783af000.jpg/v1/fill/w_192,h_108,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2efb02_18fb27d6f0274d248e09002c8e2a783af000.jpg	(from https://www.sccolorado.com/copy-of-chiropractic-adjustments)
10:41:26	1613/1613	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Mar%202022%2016:41:25%20GMT	https://static.wixstatic.com/media/2efb02_ad92a861e5c04866bc94d089915c9dfef000.jpg/v1/fill/w_192,h_108,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2efb02_ad92a861e5c04866bc94d089915c9dfef000.jpg	C:/My%20Web%20Sites/Shane/static.wixstatic.com/media/2efb02_ad92a861e5c04866bc94d089915c9dfef000.jpg/v1/fill/w_192,h_108,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2efb02_ad92a861e5c04866bc94d089915c9dfef000.jpg	(from https://www.sccolorado.com/copy-of-chiropractic-adjustments)
10:41:26	12149/12149	---MCZ	200	added ('OK')	application/javascript	etag:W/%224c52cca03cc087845a2ddc47eb1bad7c%22	https://static.parastorage.com/services/wix-code-platform/1.1097.2/elementory-browser-support.min.js	C:/My%20Web%20Sites/Shane/static.parastorage.com/services/wix-code-platform/1.1097.2/elementory-browser-support.min.js	(from https://www.sccolorado.com/new-patient-forms)
10:41:27	57543/57543	---M--	200	added ('OK')	application/pdf	date:Thu,%2031%20Dec%202020%2016:08:42%20GMT	https://www.sccolorado.com/_files/ugd/17b1a1_d603cefae8db4cb8b1f396e9f681ceb0.pdf	C:/My%20Web%20Sites/Shane/www.sccolorado.com/_files/ugd/NEW-PATIENT-AUTO-ACCIDENT.pdf_;%20filename_=UTF-8''NEW-PATIENT-AUTO-ACCIDENT.pdf	(from https://www.sccolorado.com/new-patient-forms)
10:41:28	4241033/4241033	---M--	200	added ('OK')	application/pdf	date:Thu,%2031%20Dec%202020%2016:06:44%20GMT	https://www.sccolorado.com/_files/ugd/17b1a1_a4db9677685c4b2f80377ce4d2934bd9.pdf	C:/My%20Web%20Sites/Shane/www.sccolorado.com/_files/ugd/New-Patient-Paperwork.pdf_;%20filename_=UTF-8''New-Patient-Paperwork.pdf	(from https://www.sccolorado.com/new-patient-forms)
10:41:28	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2011%20Mar%202022%2016:41:28%20GMT	https://www.sccolorado.com/37bd0eeb.min.css	C:/My%20Web%20Sites/Shane/www.sccolorado.com/37bd0eeb.min.35.delayed	(from https://www.sccolorado.com/weight-loss)
